Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HAS,Hasbro Inc.,92.67,$11.59B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/has
HA,Hawaiian Holdings Inc.,41.15,$2.2B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ha
HCOM,Hawaiian Telcom Holdco Inc.,29.86,$346.02M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/hcom
HWKN,Hawkins Inc.,36.4,$388.14M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/hwkn
HWBK,Hawthorn Bancshares Inc.,20.15,$117.48M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hwbk
HAYN,Haynes International Inc.,31.65,$395.87M,2007,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/hayn
HDS,HD Supply Holdings Inc.,33.55,$6.27B,2013,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hds
HIIQ,Health Insurance Innovations Inc.,30.4,$499.84M,2013,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/hiiq
HCSG,Healthcare Services Group Inc.,50.1,$3.67B,1983,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hcsg
HQY,HealthEquity Inc.,43.95,$2.64B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hqy
HSTM,HealthStream Inc.,23.75,$757.31M,2000,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/hstm
HTLD,Heartland Express Inc.,22.72,$1.89B,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/htld
HTLF,Heartland Financial USA Inc.,42.3,$1.27B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htlf
HTBX,Heat Biologics Inc.,0.5508,$19.71M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/htbx
HEBT,Hebron Technology Co. Ltd.,3,$44.09M,2016,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hebt
HSII,Heidrick & Struggles International Inc.,18,$338.13M,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/hsii
HELE,Helen of Troy Limited,91.7,$2.5B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hele
HMNY,Helios and Matheson Analytics Inc,2.83,$20.01M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hmny
HMTV,Hemisphere Media Group Inc.,12.85,$547.51M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/hmtv
HNNA,Hennessy Advisors Inc.,15.05,$115.75M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/hnna
HSIC,Henry Schein Inc.,174.83,$13.82B,1995,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hsic
HTBK,Heritage Commerce Corp,12.92,$492.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htbk
HFWA,Heritage Financial Corporation,25.55,$764.73M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hfwa
HCCI,Heritage-Crystal Clean Inc.,20.5,$463.6M,2008,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/hcci
MLHR,Herman Miller Inc.,32.95,$1.97B,n/a,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/mlhr
HRTX,Heron Therapeutics Inc.  ,16.6,$898.7M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hrtx
HSKA,Heska Corporation,97.12,$701.8M,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/hska
HIBB,Hibbett Sports Inc.,12.625,$262.18M,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hibb
SNLN,Highland/iBoxx Senior Loan ETF,18.34,$478.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snln
HPJ,Highpower International Inc,4.25,$65.27M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hpj
HIHO,Highway Holdings Limited,3.55,$13.5M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hiho
HIMX,Himax Technologies Inc.,10.11,$1.74B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/himx
HIFS,Hingham Institution for Savings,190.25,$405.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hifs
HSGX,Histogenics Corporation,1.89,$42.51M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hsgx
HMNF,HMN Financial Inc.,17.7,$79.61M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hmnf
HMSY,HMS Holdings Corp,18.25,$1.53B,1992,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hmsy
HOLI,Hollysys Automation Technologies Ltd.,20.4,$1.23B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/holi
HOLX,Hologic Inc.,38.9,$10.91B,1990,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/holx
HBCP,Home Bancorp Inc.,39.69,$293.8M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hbcp
HOMB,Home BancShares Inc.,21.22,$3.03B,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/homb
HFBL,Home Federal Bancorp Inc. of Louisiana,26.065,$50.91M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hfbl
HMST,HomeStreet Inc.,24.35,$654.63M,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/hmst
HMTA,HomeTown Bankshares Corporation,10.8,$62.33M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hmta
HTBI,HomeTrust Bancshares Inc.,23.2,$440.05M,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
HOFT,Hooker Furniture Corporation,45.95,$532.37M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hoft
HOPE,Hope Bancorp Inc.,15.21,$2.06B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hope
HFBC,HopFed Bancorp Inc.,14,$94.05M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hfbc
HBNC,Horizon Bancorp (IN),25.3,$561.55M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbnc
HZNP,Horizon Pharma plc,13.43,$2.19B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hznp
HRZN,Horizon Technology Finance Corporation,10.66,$122.81M,2010,n/a,n/a,http://www.nasdaq.com/symbol/hrzn
DAX,Horizons DAX Germany ETF,30.09,$18.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
QYLD,Horizons NASDAQ-100 Covered Call ETF,23.9,$19.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
HDP,Hortonworks Inc.,17.24,$1.16B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hdp
HPT,Hospitality Properties Trust,27.07,$4.45B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hpt
TWNK,Hostess Brands Inc.,13.11,$1.71B,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnk
TWNKW,Hostess Brands Inc.,1.79,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnkw
HMHC,Houghton Mifflin Harcourt Company,10.95,$1.35B,2013,Consumer Services,Books,http://www.nasdaq.com/symbol/hmhc
HWCC,Houston Wire & Cable Company,5.5,$90.68M,2006,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hwcc
HOVNP,Hovnanian Enterprises Inc,6,$30M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hovnp
HBMD,Howard Bancorp Inc.,19.65,$192.8M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
HSNI,HSN Inc.,37.1,$1.94B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hsni
HTGM,HTG Molecular Diagnostics Inc.,1.82,$20.84M,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/htgm
HUBG,Hub Group Inc.,39.75,$1.36B,1996,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hubg
HSON,Hudson Global Inc.,1.44,$45.2M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
HDSN,Hudson Technologies Inc.,9.36,$389.73M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/hdsn
HUNT,Hunter Maritime Acquisition Corp.,9.84,$42.44M,2017,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hunt
HUNTU,Hunter Maritime Acquisition Corp.,10.07,n/a,2016,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/huntu
HUNTW,Hunter Maritime Acquisition Corp.,0.66,n/a,2017,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/huntw
HBAN,Huntington Bancshares Incorporated,12.18,$13.28B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hban
HBANN,Huntington Bancshares Incorporated,25.8501,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbann
HBANO,Huntington Bancshares Incorporated,27.79,$22.14B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbano
HBANP,Huntington Bancshares Incorporated,1437.235,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
HURC,Hurco Companies Inc.,33.85,$224.23M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,30.95,$684.22M,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hurn
HCM,Hutchison China MediTech Limited,25.43,$3.09B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
HBP,Huttig Building Products Inc.,6.25,$161.7M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hbp
HVBC,HV Bancorp Inc.,14.25,$31.1M,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/hvbc
HYGS,Hydrogenics Corporation,8.6,$131M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hygs
IDSY,I.D. Systems Inc.,6.18,$107.36M,1999,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/idsy
IAC,IAC/InterActiveCorp,115.78,$9.23B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iac
IAMXU,I-AM Capital Acquisition Company,10.13,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/iamxu
IBKC,IBERIABANK Corporation,71.3,$3.82B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
IBKCO,IBERIABANK Corporation,28.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,28.408,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkcp
ICAD,icad inc.,3.87,$64.22M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,52.34,$8.63B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/iep
ICCH,ICC Holdings Inc.,16.9,$53.38M,2017,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/icch
ICFI,ICF International Inc.,48.85,$915.19M,2006,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/icfi
ICHR,Ichor Holdings,23.15,$581.43M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/ichr
ICLR,ICON plc,116.62,$6.3B,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICON,Iconix Brand Group Inc.,5.75,$328.28M,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
ICUI,ICU Medical Inc.,174.4,$3.48B,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,2.73,$38.21M,2013,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ipwr
INVE,Identiv Inc.,4.91,$69.08M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IDRA,Idera Pharmaceuticals Inc.,2,$299.26M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
IDXX,IDEXX Laboratories Inc.,157.95,$13.79B,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
IESC,IES Holdings Inc.,16.2,$347.24M,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
IROQ,IF Bancorp Inc.,19.32,$76.13M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
IFMK,iFresh Inc.,12.84,$181.34M,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ifmk
RXDX,Ignyta Inc.,10.95,$615.98M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
INFO,IHS Markit Ltd.,47.24,$18.86B,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,36.5,$2.31B,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
KANG,iKang Healthcare Group Inc.,14.41,$987.08M,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,8.63,$17.19M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
ILG,ILG Inc,24.88,$3.11B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ilg
ILMN,Illumina Inc.,210.2,$30.69B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
ISNS,Image Sensing Systems Inc.,3.1,$16.02M,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,7.36,$215.37M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,5.88,$29.68M,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,10.9,$279.26M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP,Immune Pharmaceuticals Inc.,1.1813,$12.49M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp
IMGN,ImmunoGen Inc.,7.33,$656.75M,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,Immunomedics Inc.,11.91,$1.33B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IMRN,Immuron Limited,5.6583,$18.45M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrn
IMRNW,Immuron Limited,0.903,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrnw
IPXL,Impax Laboratories Inc.,21.05,$1.56B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMPV,Imperva Inc.,44.45,$1.5B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
PI,Impinj Inc.,37.99,$792.47M,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pi
IMMY,Imprimis Pharmaceuticals Inc.,1.79,$35.92M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,INC Research Holdings Inc.,54.2,$5.65B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
INCY,Incyte Corporation,134.34,$27.63B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,66.95,$1.84B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,19.4,$413.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,Independent Bank Group Inc,52.95,$1.47B,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
INDU,Industrea Acquisition Corp.,9.72,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/indu
INDUU,Industrea Acquisition Corp.,10.12,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/induu
INDUW,Industrea Acquisition Corp.,0.41,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/induw
IDSA,Industrial Services of America Inc.,1.99,$16.08M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,8.24,$1.22B,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,Infinity Pharmaceuticals Inc.,1.32,$66.91M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,83.55,$922.18M,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
III,Information Services Group Inc.,3.7,$160.15M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,0.4022,$6.79M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,Ingles Markets Incorporated,22.9,$463.95M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,InnerWorkings Inc.,10.89,$593.56M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,1.45,$37.52M,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,Innophos Holdings Inc.,44.87,$876.14M,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,54.25,$1.31B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,Innovative Solutions and Support Inc.,3.51,$58.91M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INVA,Innoviva Inc.,14.02,$1.53B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,Inogen Inc,100.79,$2.09B,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,1.03,$27.82M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,Inovalon Holdings Inc.,13.95,$2.03B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,Inovio Pharmaceuticals Inc.,6.08,$548.58M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
INPX,Inpixon ,0.225,$2.31M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/inpx
INSG,Inseego Corp.,1.26,$70.81M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/insg
NSIT,Insight Enterprises Inc.,39.01,$1.4B,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,Insignia Systems Inc.,1.13,$13.37M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,Insmed Inc.,30.61,$1.91B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
INSE,Inspired Entertainment Inc.,12.05,$269.8M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
IIIN,Insteel Industries Inc.,24.12,$458.89M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,57.97,$3.37B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,Insys Therapeutics Inc.,9.22,$670.26M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,7.1,$184.34M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,51.88,$4.05B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,Integrated Device Technology Inc.,24.93,$3.33B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
IMTE,Integrated Media Technology Limited,7.5,$19.83M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/imte
INTC,Intel Corporation,35.54,$167B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
NTLA,Intellia Therapeutics Inc.,21.55,$778.23M,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,0.99,$30.63M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,Inter Parfums Inc.,40.05,$1.25B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,Interactive Brokers Group Inc.,41.3,$17.05B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ICPT,Intercept Pharmaceuticals Inc.,117.48,$2.95B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDCC,InterDigital Inc.,69.9,$2.43B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,Interface Inc.,18.95,$1.17B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
LINK,Interlink Electronics Inc.,7.58,$55.61M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IMI,Intermolecular Inc.,0.9,$44.6M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,4.29,$357.37M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,34.05,$2.25B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,34.4,$1.54B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,7.22,$138.65M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,Internet Initiative Japan Inc.,9.087,$818.97M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IDXG,Interpace Diagnostics Group Inc.,1.59,$35.24M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
XENT,Intersect ENT Inc.,31.8,$928.22M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,Intersections Inc.,3.48,$83.3M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
IVAC,Intevac Inc.,8.55,$186.24M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,34.18,$639.83M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,22.1,$959.68M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,9,$61.65M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,141,$35.95B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,Intuitive Surgical Inc.,1036.47,$38.64B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
SNAK,Inventure Foods Inc.,3.41,$67.47M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,22.2,$195.7M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,Investors Bancorp Inc.,12.8,$3.93B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,172,$324.61M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,1.175,$40.19M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,Invuity Inc.,8.5,$144.93M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,Ionis Pharmaceuticals Inc.,56.43,$7.02B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IOVA,Iovance Biotherapeutics Inc.,7.1,$445.07M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/iova
IPAS,iPass Inc.,0.53,$35.34M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
DTYS,iPath US Treasury 10-year Bear ETN,14.11,$40.74M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
DTYL,iPath US Treasury 10-year Bull ETN,76.61,$5.27M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
DTUS,iPath US Treasury 2-year Bear ETN,29.6543,$7.66M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
DTUL,iPath US Treasury 2-year Bull ETN,65.127,$4.5M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DFVS,iPath US Treasury 5-year Bear ETN,27.3229,$1.16M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DFVL,iPath US Treasury 5-year Bull ETN,67.43,$4.89M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
FLAT,iPath US Treasury Flattener ETN,62.21,$3.5M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
DLBS,iPath US Treasury Long Bond Bear ETN,14.59,$15.3M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
DLBL,iPath US Treasury Long Bond Bull ETN,77.2,$5.4M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
STPP,iPath US Treasury Steepener ETN,31.77,$3.3M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
IPGP,IPG Photonics Corporation,173.41,$9.33B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
CSML,IQ Chaikin U.S. Small Cap ETF,24.3544,$169.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csml
IRMD,iRadimed Corporation,9.85,$104.23M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRTC,iRhythm Technologies Inc.,47.76,$1.09B,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,8.96,$103.65M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,10,$976.69M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,361.93,$180.97M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,96.55,$2.67B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,Ironwood Pharmaceuticals Inc.,15.8,$2.36B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
